updated_barcode	sample	matched_initial_sample	replicate	category	batch	initial_treatment	initial_survived	divided	best_rep	pass_qc_filter	pass_qc_rep_filter	matched_initital_pass	wang_sc_mes_top_50	wang_sc_pro_bottom_50	Patel_Bernstein_stemness	matched_wang_sc_mes_top_50	matched_wang_sc_pro_bottom_50	matched_Patel_Bernstein_stemness	mapped	unique	total	unique/total	gfp	PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS
C1_1_S329_L003	C1_1_S329_L003	NA	NA	C1	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	553781	522173	1754770	0.297573471	2	52489511	51833835	566474	19519576	11690734	10402330	9654721	0	0	0	58831	59951	1727	0.495285	0.504715	0.010929	0.37658	0.225543	0.200686	0.186263	0.602122	0.594601	0	1.515514	0	0.672006	0
C1_2_S330_L003	C1_2_S330_L003	NA	NA	C1	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1760816	1617626	3717526	0.435135087	290	162877056	161395937	9613766	80289085	38024888	21015464	12452734	0	0	0	228021	227362	4054	0.500724	0.499276	0.059566	0.497467	0.2356	0.130211	0.077156	0.733067	0.7264	0	0.785889	0.181768	0.749981	0
C1_3_S331_L003	C1_3_S331_L003	NA	NA	C1	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1624483	1533564	4414996	0.347353429	2	154178794	152596732	3366557	59321496	33724788	32483961	23699930	0	0	0	166024	167957	3648	0.497106	0.502894	0.022062	0.388747	0.221006	0.212875	0.155311	0.609753	0.603496	0	1.271292	0	0.737169	0
C10_1_S356_L003	C10_1_S356_L003	NA	NA	C10	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	7225691	6524516	13384780	0.487457844	2	647258569	624752166	39360182	211083796	159089896	126426185	88792107	0	0	0	597962	581823	5075	0.50684	0.49316	0.063001	0.337868	0.254645	0.202362	0.142124	0.592513	0.57191	0	2.270515	0	3.523306	0
C10_2_S357_L003	C10_2_S357_L003	NA	NA	C10	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	86697	43081	172418	0.249863703	2	4276025	4134101	11984	2350991	1234617	396963	139546	0	0	0	8293	8707	134	0.487824	0.512176	0.002899	0.568683	0.298642	0.096022	0.033755	0.867325	0.838538	0	1.174906	0	1.072203	0
C10_3_S358_L003	C10_3_S358_L003	NA	NA	C10	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	100396	99342	384130	0.258615573	0	9745778	9386701	6154	2733339	917070	4383352	1346786	0	0	0	2764	2666	366	0.509024	0.490976	0.000656	0.291193	0.097699	0.466975	0.143478	0.388892	0.374563	0	2.167293	0	2.823643	0
C11_1_S359_L003	C11_1_S359_L003	NA	NA	C11	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	735725	720768	1127124	0.639475337	0	71647646	69688629	2474467	42358908	20661689	1259062	2934503	0	0	0	124110	92323	2219	0.573434	0.426566	0.035507	0.607831	0.296486	0.018067	0.042109	0.904317	0.879591	0	1.78098	0	1.968042	0
C11_2_S360_L003	C11_2_S360_L003	NA	NA	C11	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	3801664	3602917	4674994	0.770678422	4	358964155	347525968	575682	240240102	81063545	3526724	22119915	0	0	0	538965	554926	6241	0.492704	0.507296	0.001657	0.691287	0.233259	0.010148	0.06365	0.924546	0.895086	0	2.359597	0	3.285707	0
C11_3_S361_L003	C11_3_S361_L003	NA	NA	C11	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	827719	783914	1707520	0.459095062	2	77066001	76277070	22860	2170909	2960915	37677703	33444683	0	0	0	11439	11742	1185	0.493464	0.506536	0.0003	0.028461	0.038818	0.493958	0.438463	0.067279	0.06659	0	1.691331	0	0	0
C12_1_S362_L003	C12_1_S362_L003	NA	NA	C12	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	896168	864368	1699242	0.508678576	4	85264927	80425306	1772147	17608737	21325740	30680843	9037839	0	0	0	87937	89938	604	0.494375	0.505625	0.022035	0.218945	0.265162	0.381482	0.112376	0.484107	0.456629	0	2.379653	0	2.75114	0
C12_2_S363_L003	C12_2_S363_L003	NA	NA	C12	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4082	3454	14148	0.244133446	0	344816	339412	10771	57385	33574	137513	100169	0	0	0	134	121	8	0.52549	0.47451	0.031734	0.169072	0.098918	0.405151	0.295125	0.26799	0.26379	0	0.868353	0.475172	0.50574	0.433267
C12_3_S364_L003	C12_3_S364_L003	NA	NA	C12	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	429545	423006	652596	0.648189692	4	42095937	41587092	111623	25217261	5916970	5386180	4955058	0	0	0	45812	40777	728	0.529074	0.470926	0.002684	0.606372	0.142279	0.129516	0.119149	0.748651	0.739602	0	1.577185	0	0.615215	0
C13_1_S365_L003	C13_1_S365_L003	NA	NA	C13	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	8934596	6054682	33892184	0.178645377	9210	608332975	593261387	57125715	56279055	32765997	232498648	214591972	0	0	0	179505	179857	13367	0.49951	0.50049	0.096291	0.094864	0.05523	0.391899	0.361716	0.150094	0.146376	0	2.381452	0	0	0
C13_2_S366_L003	C13_2_S366_L003	NA	NA	C13	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4183222	1353766	10662028	0.126970779	12778	135613044	133435772	40392257	44955545	5951653	29423770	12712547	0	0	0	106615	108246	2728	0.496205	0.503795	0.302709	0.336908	0.044603	0.220509	0.095271	0.381511	0.375386	0	1.810075	0	0	0
C13_3_S367_L003	C13_3_S367_L003	NA	NA	C13	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	11199584	3836723	39260642	0.097724408	16788	385533164	377926253	135794483	94558883	41931187	57109775	48531925	0	0	0	252839	257984	18155	0.494964	0.505036	0.359315	0.250205	0.110951	0.151114	0.128416	0.361155	0.354029	0	1.864189	0	0	0
C14_1_S368_L003	C14_1_S368_L003	NA	NA	C14	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	8447918	2667442	38398006	0.069468243	4058	267921690	261720177	63350173	48340729	43258855	61736721	45033699	0	0	0	141428	147107	6931	0.490159	0.509841	0.242053	0.184704	0.165287	0.235888	0.172068	0.349991	0.341889	0	1.923012	0	0	0
C14_2_S369_L003	C14_2_S369_L003	NA	NA	C14	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	9795315	3947672	23896842	0.165196389	3480	396176588	388123749	109672169	67330346	31475293	99923425	79722516	0	0	0	215518	203275	18772	0.514617	0.485383	0.28257	0.173476	0.081096	0.257452	0.205405	0.254573	0.249398	0	2.099872	0	0	0
C14_3_S370_L003	C14_3_S370_L003	NA	NA	C14	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	11046040	5990231	38946634	0.153806129	13070	602299712	593046429	230708315	136045418	38434477	140433314	47424905	0	0	0	327438	354901	13731	0.479876	0.520124	0.389022	0.229401	0.064809	0.2368	0.079968	0.29421	0.289689	0	1.593586	0.184963	0	0
C15_1_S371_L003	C15_1_S371_L003	NA	NA	C15	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	460486	135422	26746504	0.005063166	3618	13532489	13336975	4893250	3119930	1003280	2589854	1730661	0	0	0	9315	9031	263	0.50774	0.49226	0.366894	0.233931	0.075225	0.194186	0.129764	0.309156	0.30469	0	1.418665	0	0	0
C15_2_S372_L003	C15_2_S372_L003	NA	NA	C15	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	16614277	8181765	66581484	0.122883488	30182	821353203	807008793	192456655	143867919	68163805	243607179	158913235	0	0	0	431759	431492	20717	0.500155	0.499845	0.238481	0.178273	0.084465	0.301864	0.196916	0.262738	0.258149	0	1.825603	0	0	0
C15_3_S373_L003	C15_3_S373_L003	NA	NA	C15	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4480048	1676644	38680600	0.043345863	1302	168388561	165218581	41333775	40239595	16500275	45988204	21156732	0	0	0	121162	125442	4406	0.491322	0.508678	0.250176	0.243554	0.099869	0.278348	0.128053	0.343423	0.336958	0	1.70229	0	0	0
C16_1_S374_L003	C16_1_S374_L003	NA	NA	C16	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	15998630	15040369	17660210	0.851652897	0	1512257818	1498961361	450620	24751456	61059298	793085714	619614273	0	0	0	178749	179090	33419	0.499524	0.500476	0.000301	0.016512	0.040734	0.52909	0.413362	0.057247	0.056743	0	0.765631	0.719157	0.572379	0.770171
C16_2_S375_L003	C16_2_S375_L003	NA	NA	C16	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	11709437	10967852	12820632	0.855484503	58	1100610325	1091273490	504524	21915411	49772580	575809434	443271541	0	0	0	150479	149655	26755	0.501373	0.498627	0.000462	0.020082	0.04561	0.527649	0.406197	0.065692	0.065135	0	0.795692	0.71011	0.541674	0.684211
C17_1_S376_L003	C17_1_S376_L003	NA	NA	C17	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	23104678	7162076	37762272	0.189662211	78576	719556609	709294760	286177560	229790173	66490095	106845654	19991278	0	0	0	581353	596789	9961	0.493449	0.506551	0.403468	0.32397	0.093741	0.150636	0.028185	0.417711	0.411754	0	1.473677	0	0	0
C17_2_S377_L003	C17_2_S377_L003	NA	NA	C17	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	7716506	2634813	17126782	0.153841685	16068	263909382	258319397	46021372	44611130	33773328	89280740	44632827	0	0	0	143961	151752	5175	0.486827	0.513173	0.178157	0.172698	0.130743	0.345622	0.172782	0.30344	0.297013	0	2.050553	0	0	0
C18_1_S378_L003	C18_1_S378_L003	NA	NA	C18	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	16060589	5734891	30732232	0.186608347	16914	575827873	565809782	177815172	121174071	42868460	146564523	77387556	0	0	0	340895	344160	10189	0.497617	0.502383	0.314267	0.21416	0.075765	0.259035	0.136773	0.289925	0.284881	0	1.944473	0	0	0
C18_2_S379_L003	C18_2_S379_L003	NA	NA	C18	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4320255	1483988	10857232	0.136681983	12612	146567818	144727579	51032466	43694526	12540583	30168744	7291260	0	0	0	105667	106520	1356	0.49799	0.50201	0.352611	0.301909	0.08665	0.208452	0.050379	0.388558	0.38368	0	1.514261	0	0	0
C2_1_S332_L003	C2_1_S332_L003	NA	NA	C2	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4374836	4090571	6264604	0.652965614	4	411115592	405930482	6628422	121889281	80936885	104265856	92210038	0	0	0	387743	387515	9457	0.500147	0.499853	0.016329	0.300271	0.199386	0.256856	0.227157	0.499657	0.493356	0	1.615437	0	0.750161	0
C2_2_S333_L003	C2_2_S333_L003	NA	NA	C2	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	12863494	12127678	15960524	0.759854626	2	1215476769	1191001962	41759	10499629	31010703	597107947	552341924	0	0	0.00E+00	90810	89316	14218	0.504147	0.495853	3.50E-05	0.008816	0.026037	0.501349	0.463762	0.034853	0.034151	0	1.12506	0	0.55333	0
C2_3_S334_L003	C2_3_S334_L003	NA	NA	C2	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4545973	4206405	7112054	0.591447281	2336	423447743	418981964	11628480	179397285	89971120	75570577	62414502	0	0	0	514166	510869	13156	0.501608	0.498392	0.027754	0.428174	0.214737	0.180367	0.148967	0.642912	0.636131	0	1.247778	0	0.698771	0
C3_1_S335_L003	C3_1_S335_L003	NA	NA	C3	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	8611044	8043377	10002228	0.804158533	12	806203805	794829864	4408519	87465859	87886508	353388417	261680561	0	0	0	332559	333735	26693	0.499118	0.500882	0.005546	0.110043	0.110573	0.444609	0.329228	0.220616	0.217504	0	1.566541	0.009051	2.112891	0.000933
C3_2_S336_L003	C3_2_S336_L003	NA	NA	C3	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	8291653	7693479	9755824	0.78860371	22	771298409	759543536	3726257	76880272	74639649	345469926	258827432	0	0	0	296953	301819	25801	0.495937	0.504063	0.004906	0.101219	0.098269	0.454839	0.340767	0.199488	0.196448	0	1.567152	0.010112	2.182183	0.000628
C3_3_S337_L003	C3_3_S337_L003	NA	NA	C3	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	737488	669686	1406852	0.476017378	0	65412601	62595210	1689430	22781801	22435575	9953681	5734723	0	0	0	85111	87521	7946	0.49302	0.50698	0.02699	0.363954	0.358423	0.159017	0.091616	0.722378	0.691264	0	1.76549	0	2.675918	0
C4_1_S338_L003	C4_1_S338_L003	NA	NA	C4	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1356397	1271544	3512112	0.362045402	4064	127674273	125786153	1665848	58861201	33840214	19278479	12140411	0	0	0	180206	181465	4705	0.498259	0.501741	0.013243	0.467947	0.26903	0.153264	0.096516	0.736976	0.726077	0	1.842307	0	0.885706	0
C4_2_S339_L003	C4_2_S339_L003	NA	NA	C4	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	3896113	3707209	8694002	0.426409955	2	372997277	368832143	14013074	186888892	115526635	31393484	21010058	0	0	0	566590	568058	17574	0.499353	0.500647	0.037993	0.506704	0.313223	0.085116	0.056964	0.819927	0.810771	0	1.605588	0	0.737958	0
C4_3_S340_L003	C4_3_S340_L003	NA	NA	C4	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	3851111	3696323	12646174	0.292287849	4	371372105	366818076	8287046	161351361	93938179	65533174	37708316	0	0	0	461315	454067	11507	0.503959	0.496041	0.022592	0.439868	0.256089	0.178653	0.102798	0.695957	0.687422	0	1.622326	0	0.597505	0
C5_1_S341_L003	C5_1_S341_L003	NA	NA	C5	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	32844	29218	57848	0.505082285	16	2921865	2894177	121742	1604470	570826	359239	237900	0	0	0	4410	4241	48	0.509768	0.490232	0.042064	0.554379	0.197233	0.124125	0.0822	0.751611	0.744489	0	0.982591	0.310671	0.525383	0
C5_2_S342_L003	C5_2_S342_L003	NA	NA	C5	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	784629	690372	2009876	0.343489847	254	69470499	68912284	4694714	40040587	15447612	5675468	3053903	0	0	0	105838	106096	1912	0.499391	0.500609	0.068126	0.581037	0.224163	0.082358	0.044316	0.8052	0.79873	0	0.748571	0.32622	0.588628	0
C5_3_S343_L003	C5_3_S343_L003	NA	NA	C5	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	730564	646202	1834796	0.352192832	1288	64969482	64415561	3696298	36564144	13738365	6161930	4254824	0	0	0	96188	97509	1632	0.49659	0.50341	0.057382	0.567629	0.213277	0.095659	0.066053	0.780906	0.774248	0	0.874945	0.279963	0.519119	0
C6_1_S344_L003	C6_1_S344_L003	NA	NA	C6	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	362734	325864	1320418	0.246788517	120	32690254	32385838	1310851	17840926	7378431	3634344	2221286	0	0	0	46695	46953	626	0.498623	0.501377	0.040476	0.550887	0.227829	0.11222	0.068588	0.778716	0.771464	0	1.017279	0.026118	0.525094	0
C6_2_S345_L003	C6_2_S345_L003	NA	NA	C6	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1144759	1052936	3256766	0.323307232	750	105821374	104706460	3971567	55443419	25003537	12046172	8241765	0	0	0	147929	148132	2883	0.499657	0.500343	0.03793	0.529513	0.238797	0.115047	0.078713	0.768309	0.760215	0	0.958332	0.014355	0.674092	0
C6_3_S346_L003	C6_3_S346_L003	NA	NA	C6	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	705133	632807	1329434	0.475997304	358	63695446	63081861	3561299	31977414	14396239	8270719	4876190	0	0	0	90489	89944	1904	0.50151	0.49849	0.056455	0.506919	0.228215	0.131111	0.077299	0.735135	0.728053	0	1.0697	0	0.657213	0
C7_1_S347_L003	C7_1_S347_L003	NA	NA	C7	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	3896	3408	18074	0.18855815	2	340041	335316	9267	52473	39452	126750	107374	0	0	0	174	178	5	0.494318	0.505682	0.027637	0.156488	0.117656	0.378002	0.320217	0.274144	0.270335	0	0.856881	0.273889	0.857502	0.202247
C7_2_S348_L003	C7_2_S348_L003	NA	NA	C7	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	33714	32563	101792	0.319897438	4	3093129	2954311	21731	1334478	664007	502498	431597	0	0	0	4709	4586	16	0.506616	0.493384	0.007356	0.451705	0.224759	0.17009	0.146091	0.676464	0.646105	0	1.802088	0	2.549614	0
C7_3_S349_L003	C7_3_S349_L003	NA	NA	C7	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	53812	46192	182314	0.253365073	2	4570198	4279614	26961	1884152	854592	1046090	467819	0	0	0	6104	5982	171	0.505047	0.494953	0.0063	0.440262	0.199689	0.244436	0.109313	0.639951	0.599262	0	1.686607	0	1.874286	0
C8_1_S350_L003	C8_1_S350_L003	NA	NA	C8	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	102694	86672	115596	0.74978373	0	8691073	8608757	12220	6075801	2190901	154635	175200	0	0	0	12875	12776	68	0.50193	0.49807	0.001419	0.70577	0.254497	0.017963	0.020351	0.960267	0.951172	0	0.982373	0.07056	1.128287	0.066667
C8_2_S351_L003	C8_2_S351_L003	NA	NA	C8	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	9763575	9031580	14235160	0.634455812	0	902572834	861461799	19251568	459915537	337292027	34999664	10003003	0	0	0	1427396	1466002	63959	0.493329	0.506671	0.022348	0.533878	0.391535	0.040628	0.011612	0.925413	0.883261	0	2.595446	0	3.33694	0
C8_3_S352_L003	C8_3_S352_L003	NA	NA	C8	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1150433	1108365	1501830	0.738009628	8	110269573	107581175	102475	49963061	35767139	15008791	6739709	0	0	0	203823	202680	200	0.501406	0.498594	0.000953	0.464422	0.332467	0.139511	0.062648	0.796888	0.77746	0	1.498538	0	1.2555	0
C9_1_S353_L003	C9_1_S353_L003	NA	NA	C9	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	5589935	5053489	6289618	0.803465171	6	505966489	499070081	88421	12254436	26207651	260754608	199764965	0	0	0	78940	77203	16114	0.505562	0.494438	0.000177	0.024555	0.052513	0.522481	0.400274	0.077068	0.076017	0	0.812823	0.805086	0.324245	0.445633
C9_2_S354_L003	C9_2_S354_L003	NA	NA	C9	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	13404010	12299025	14942494	0.82309051	18	1236187732	1222960071	373856	27755336	66585202	640897385	487348292	0	0	0	192298	189221	38945	0.504033	0.495967	0.000306	0.022695	0.054446	0.524054	0.398499	0.077141	0.076316	0	0.600323	0.767855	0.685407	0.870748
C9_3_S355_L003	C9_3_S355_L003	NA	NA	C9	x	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	8104923	7577288	8736110	0.867352632	6	758340578	753252021	367903	23391934	48058213	392448105	288985866	0	0	0	147683	145646	26046	0.503472	0.496528	0.000488	0.031055	0.063801	0.521005	0.383651	0.094856	0.094219	0	0.699557	0.793688	0.605424	0.784978
EW1_310122_S384_L003	EW1_310122_S384_L003	NA	NA	EW	10	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	62651	61147	701360	0.087183472	10	5963071	5769839	15268	615763	3835388	813905	489515	0	0	0	12195	12260	19	0.498671	0.501329	0.002646	0.106721	0.664731	0.141062	0.08484	0.771452	0.746453	0	1.159627	0	0.873611	0
NC_23_11_21_S380_L003	NC_23_11_21_S380_L003	NA	NA	NC_media	6	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	24220	22306	343016	0.065029037	4	2216141	2152390	14405	138783	162259	1052579	784364	0	0	0	605	693	106	0.466102	0.533898	0.006693	0.064479	0.075386	0.489028	0.364415	0.139864	0.135841	0	1.558853	0	0.41438	0
NC1_131221_S328_L003	NC1_131221_S328_L003	NA	NA	NC_media	2	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	977107	875594	1913054	0.457694346	520	87884728	87045722	3080415	52253724	21206895	6531508	3973180	0	0	0	135964	137554	2753	0.497093	0.502907	0.035388	0.600302	0.243629	0.075035	0.045645	0.843931	0.835875	0	1.028144	0.000588	0.505691	0
NC1_220221_S313_L003	NC1_220221_S313_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	399255	376634	1078468	0.349230575	4	37573275	37047414	5525	1867766	1419200	19314677	14440246	0	0	0	7612	7297	490	0.510564	0.489436	0.000149	0.050416	0.038308	0.52135	0.389777	0.088723	0.087481	0	1.745832	0	0.51154	0
NC1_23_11_21_S381_L003	NC1_23_11_21_S381_L003	NA	NA	NC_media	6	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1368219	1272138	4521824	0.281332931	2	127283318	122545296	11784	5332423	6207053	61617477	49376559	0	0	0.00E+00	27672	27534	2365	0.50125	0.49875	9.60E-05	0.043514	0.050651	0.502814	0.402925	0.094165	0.09066	0	2.659548	0	0	0
NC1_310122_S383_L003	NC1_310122_S383_L003	NA	NA	NC_media	10	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	411964	255685	6603480	0.038719736	0	25616175	25215971	674161	309251	1015989	12110690	11105880	0	0	0	2270	2401	698	0.485977	0.514023	0.026735	0.012264	0.040291	0.480279	0.44043	0.052556	0.051734	0	2.260524	0	1.060185	0
NC10_220221_S322_L003	NC10_220221_S322_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	12264	9972	198560	0.050221595	6	995614	977925	56469	227670	80750	360149	252887	0	0	0	630	610	20	0.508065	0.491935	0.057744	0.232809	0.082573	0.368279	0.258595	0.315382	0.309779	0	0.995792	0.290292	0.562057	0
NC11_220221_S323_L003	NC11_220221_S323_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	795640	523452	23592010	0.022187681	2	52290439	50701582	364001	1305269	4797013	23471955	20763344	0	0	0	4438	5016	1661	0.469431	0.530569	0.007179	0.025744	0.094613	0.462943	0.409521	0.120357	0.1167	0	1.061911	0.129245	0.471036	0
NC12_220221_S324_L003	NC12_220221_S324_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	128858	108204	1182848	0.091477519	6	10034860	9836872	37182	815195	761933	4164264	4058298	0	0	0	2972	3038	43	0.494509	0.505491	0.00378	0.082871	0.077457	0.423332	0.41256	0.160328	0.157165	0	1.173896	0	0.658813	0
NC13_220221_S325_L003	NC13_220221_S325_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	2504693	2091599	24992938	0.0836876	0	209624180	204836715	5182284	7427462	12686227	104397133	75143609	0	0	0	44571	43733	4917	0.504745	0.495255	0.0253	0.03626	0.061933	0.50966	0.366846	0.098194	0.095951	0	2.598852	0	0	0
NC14_220221_S326_L003	NC14_220221_S326_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	120008	85658	2156060	0.03972895	0	8540678	8374471	33560	335172	422896	3827896	3754947	0	0	0	1297	1014	25	0.561229	0.438771	0.004007	0.040023	0.050498	0.457091	0.44838	0.090521	0.08876	0	1.467706	0	0.271182	0
NC15_220221_S327_L003	NC15_220221_S327_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	16708	13698	269672	0.05079504	4	1360522	1336909	41552	158195	134168	614564	388430	0	0	0	604	726	12	0.454135	0.545865	0.031081	0.118329	0.100357	0.45969	0.290543	0.218686	0.21489	0	1.234651	0	1.321622	0
NC2_220221_S314_L003	NC2_220221_S314_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	443007	396926	2338964	0.169701629	14	39738553	39238701	40488	443317	2162103	16512027	20080766	0	0	0	4619	4722	11	0.494487	0.505513	0.001032	0.011298	0.055101	0.42081	0.511759	0.066399	0.065564	0	1.432917	0	0.306059	0
NC2_23_11_21_S382_L003	NC2_23_11_21_S382_L003	NA	NA	NC_media	6	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	14848	13678	1802314	0.007589133	0	1366848	1328378	6760	52096	71379	622143	576000	0	0	0	231	261	20	0.469512	0.530488	0.005089	0.039218	0.053734	0.468348	0.433612	0.092952	0.090336	0	1.214906	0.34681	0.054476	0
NC3_220221_S315_L003	NC3_220221_S315_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1566	1356	6066	0.223541048	14	134546	132244	3830	28200	19940	44185	36089	0	0	0	103	93	3	0.52551	0.47449	0.028962	0.213242	0.150782	0.334117	0.272897	0.364024	0.357796	0	0.740161	0.062677	0.342989	0
NC4_220221_S316_L003	NC4_220221_S316_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1518	1194	5346	0.223344557	0	118860	116606	10791	42953	23108	24878	14876	0	0	0	115	121	2	0.487288	0.512712	0.092542	0.36836	0.198172	0.213351	0.127575	0.566532	0.555788	0	1.388207	0	1.155774	0
NC5_220221_S317_L003	NC5_220221_S317_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	446444	423185	1648082	0.256774238	4	42540314	41909963	12685	302346	618808	26491680	14484444	0	0	0	1908	1393	28	0.578007	0.421993	0.000303	0.007214	0.014765	0.632109	0.345609	0.021979	0.021654	0	1.694757	0	0.058524	0
NC6_220221_S318_L003	NC6_220221_S318_L003	NA	NA	NC_in	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	345348	324444	743788	0.43620494	12	32576690	32180563	3774	313554	1115521	17081767	13665947	0	0	0	3403	3264	94	0.510424	0.489576	0.000117	0.009744	0.034664	0.53081	0.424665	0.044408	0.043868	0	1.647776	0	0	0
